2023-12-29 06:16:01.624212 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:56.814551 - Person: Another, Confidence: 7%
2023-12-29 06:16:56.819555 - Person: Someone, Confidence: 21%
2023-12-29 06:16:56.921550 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:56.925552 - Person: Someone, Confidence: 11%
2023-12-29 06:16:57.033551 - Person: Unknown, Confidence: -16%
2023-12-29 06:16:57.038552 - Person: Someone, Confidence: 4%
2023-12-29 06:16:57.137557 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:57.141547 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:57.318550 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:57.398556 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:57.481549 - Person: Another, Confidence: 1%
2023-12-29 06:16:58.910622 - Person: Another, Confidence: 18%
2023-12-29 06:16:59.924129 - Person: Unknown, Confidence: -7%
2023-12-29 06:17:00.152131 - Person: Unknown, Confidence: -13%
2023-12-29 06:17:00.270705 - Person: Unknown, Confidence: -9%
2023-12-29 06:17:00.560707 - Person: Unknown, Confidence: -8%
2023-12-29 06:17:00.660704 - Person: Unknown, Confidence: -12%
2023-12-29 06:17:00.870703 - Person: Unknown, Confidence: -14%
2023-12-29 06:17:01.651849 - Person: Unknown, Confidence: -11%
2023-12-29 06:17:01.760821 - Person: Unknown, Confidence: -14%
2023-12-29 06:17:02.073819 - Person: Unknown, Confidence: -10%
2023-12-29 06:17:02.164832 - Person: Another, Confidence: 16%
2023-12-29 06:17:02.327825 - Person: Another, Confidence: 20%
2023-12-29 06:17:02.417826 - Person: Another, Confidence: 7%
2023-12-29 06:17:02.604410 - Person: Another, Confidence: 19%
2023-12-29 06:17:02.691410 - Person: Another, Confidence: 24%
2023-12-29 06:17:02.890413 - Person: Another, Confidence: 16%
2023-12-29 06:17:02.993667 - Person: Unknown, Confidence: -15%
2023-12-29 06:17:03.116662 - Person: Unknown, Confidence: -13%
2023-12-29 06:17:03.219664 - Person: Unknown, Confidence: -5%
2023-12-29 06:17:03.321666 - Person: Unknown, Confidence: -1%
2023-12-29 06:17:03.327662 - Person: Unknown, Confidence: -5%
2023-12-29 06:17:03.429667 - Person: Unknown, Confidence: -5%
2023-12-29 06:17:03.532661 - Person: MinhK, Confidence: 10%
2023-12-29 06:17:03.538669 - Person: Unknown, Confidence: -8%
2023-12-29 06:17:03.663129 - Person: Unknown, Confidence: -15%
2023-12-29 06:17:03.775129 - Person: Unknown, Confidence: -5%
2023-12-29 06:17:03.780128 - Person: Unknown, Confidence: -9%
2023-12-29 06:17:03.875128 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:03.972130 - Person: Unknown, Confidence: -4%
2023-12-29 06:17:04.064130 - Person: Another, Confidence: 23%
2023-12-29 06:17:04.152136 - Person: Another, Confidence: 22%
2023-12-29 06:17:04.247127 - Person: Another, Confidence: 1%
2023-12-29 06:17:04.357627 - Person: Unknown, Confidence: -18%
2023-12-29 06:17:04.363627 - Person: Another, Confidence: 6%
2023-12-29 06:17:04.483629 - Person: Unknown, Confidence: -17%
2023-12-29 06:17:04.488627 - Person: Unknown, Confidence: -11%
2023-12-29 06:17:04.607116 - Person: Unknown, Confidence: -14%
2023-12-29 06:17:04.695117 - Person: Unknown, Confidence: -4%
2023-12-29 06:17:04.790116 - Person: Unknown, Confidence: -12%
2023-12-29 06:17:04.893122 - Person: Another, Confidence: 8%
2023-12-29 06:17:04.992115 - Person: Unknown, Confidence: -10%
2023-12-29 06:17:05.103114 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:05.209113 - Person: Unknown, Confidence: -10%
2023-12-29 06:17:05.297119 - Person: Another, Confidence: 8%
2023-12-29 06:17:05.382117 - Person: Another, Confidence: 12%
2023-12-29 06:17:05.476122 - Person: Another, Confidence: 18%
2023-12-29 06:17:05.569120 - Person: Unknown, Confidence: -14%
2023-12-29 06:17:05.748436 - Person: Another, Confidence: 23%
2023-12-29 06:17:05.831435 - Person: Another, Confidence: 21%
2023-12-29 06:17:05.940436 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:06.046436 - Person: Another, Confidence: 2%
2023-12-29 06:17:06.159436 - Person: Another, Confidence: 1%
2023-12-29 06:17:06.364462 - Person: Unknown, Confidence: -4%
2023-12-29 06:17:06.476436 - Person: Unknown, Confidence: -12%
2023-12-29 06:17:06.564435 - Person: MinhK, Confidence: 5%
2023-12-29 06:17:06.570440 - Person: Unknown, Confidence: -7%
2023-12-29 06:17:06.670772 - Person: Unknown, Confidence: -2%
2023-12-29 06:17:06.780796 - Person: Another, Confidence: 5%
2023-12-29 06:17:06.897771 - Person: Unknown, Confidence: -5%
2023-12-29 06:17:07.009520 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:07.107521 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:07.113519 - Person: Unknown, Confidence: -3%
2023-12-29 06:17:07.218518 - Person: Unknown, Confidence: -10%
2023-12-29 06:17:07.412525 - Person: Another, Confidence: 8%
2023-12-29 06:17:07.497516 - Person: Another, Confidence: 10%
2023-12-29 06:17:07.617068 - Person: Another, Confidence: 7%
2023-12-29 06:17:07.709070 - Person: Another, Confidence: 6%
2023-12-29 06:17:07.821074 - Person: Unknown, Confidence: -16%
2023-12-29 06:17:07.827067 - Person: Unknown, Confidence: -3%
2023-12-29 06:17:07.922074 - Person: MinhK, Confidence: 5%
2023-12-29 06:17:07.927069 - Person: Another, Confidence: 15%
2023-12-29 06:17:08.044069 - Person: Another, Confidence: 13%
2023-12-29 06:17:08.147066 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:08.257067 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:08.476074 - Person: Unknown, Confidence: -18%
2023-12-29 06:17:08.481071 - Person: Unknown, Confidence: -8%
2023-12-29 06:17:08.587066 - Person: Unknown, Confidence: -7%
2023-12-29 06:17:08.689069 - Person: Unknown, Confidence: -7%
2023-12-29 06:17:08.798069 - Person: Unknown, Confidence: -8%
2023-12-29 06:17:08.919075 - Person: Unknown, Confidence: -7%
2023-12-29 06:17:09.016069 - Person: Unknown, Confidence: -6%
2023-12-29 06:17:09.126069 - Person: Unknown, Confidence: -8%
2023-12-29 06:17:09.235095 - Person: Unknown, Confidence: -12%
2023-12-29 06:17:09.349068 - Person: Unknown, Confidence: -17%
2023-12-29 06:17:09.652066 - Person: Unknown, Confidence: -8%
2023-12-29 06:17:09.772380 - Person: Unknown, Confidence: -9%
2023-12-29 06:17:09.884382 - Person: Unknown, Confidence: -19%
2023-12-29 06:17:09.889375 - Person: Unknown, Confidence: -5%
2023-12-29 06:17:10.004405 - Person: Unknown, Confidence: -9%
2023-12-29 06:17:10.105379 - Person: Another, Confidence: 13%
2023-12-29 06:18:43.408620 - Person: ngla, Confidence: -54%
2023-12-29 06:18:43.649634 - Person: ngla, Confidence: -50%
2023-12-29 06:18:43.994882 - Person: ngla, Confidence: -52%
2023-12-29 06:18:44.455068 - Person: ngla, Confidence: -62%
2023-12-29 06:18:44.931284 - Person: ngla, Confidence: -56%
2023-12-29 06:18:46.158022 - Person: ngla, Confidence: -47%
2023-12-29 06:18:46.833393 - Person: ngla, Confidence: -25%
2023-12-29 06:18:56.591120 - Person: ngla, Confidence: -52%
2023-12-29 06:18:56.678708 - Person: ngla, Confidence: -39%
2023-12-29 06:18:57.028112 - Person: ngla, Confidence: -39%
2023-12-29 06:19:07.116505 - Person: ngla, Confidence: -55%
2023-12-29 06:19:07.563675 - Person: ngla, Confidence: -50%
2023-12-29 06:19:07.654207 - Person: ngla, Confidence: -52%
2023-12-29 06:19:07.740389 - Person: ngla, Confidence: -54%
2023-12-29 06:19:08.054558 - Person: ngla, Confidence: -53%
2023-12-29 06:19:08.304375 - Person: ngla, Confidence: -52%
2023-12-29 06:19:08.394350 - Person: ngla, Confidence: -51%
2023-12-29 06:19:09.146545 - Person: ngla, Confidence: -49%
2023-12-29 06:19:09.343516 - Person: ngla, Confidence: -48%
2023-12-29 06:19:09.432038 - Person: ngla, Confidence: -49%
2023-12-29 06:19:09.610053 - Person: ngla, Confidence: -50%
2023-12-29 06:19:09.734772 - Person: ngla, Confidence: -50%
2023-12-29 06:19:09.832774 - Person: ngla, Confidence: -53%
2023-12-29 06:19:14.794536 - Person: ngla, Confidence: -50%
2023-12-29 06:19:14.989018 - Person: ngla, Confidence: -52%
2023-12-29 06:19:15.073011 - Person: ngla, Confidence: -50%
2023-12-29 06:19:15.254379 - Person: ngla, Confidence: -47%
2023-12-29 06:19:15.334868 - Person: ngla, Confidence: -48%
2023-12-29 06:19:15.415870 - Person: ngla, Confidence: -48%
2023-12-29 06:19:32.348268 - Person: ngla, Confidence: -42%
2023-12-29 06:19:32.517273 - Person: ngla, Confidence: -59%
2023-12-29 06:19:32.588246 - Person: ngla, Confidence: -52%
2023-12-29 06:19:33.362241 - Person: ngla, Confidence: -106%
2023-12-29 06:19:33.423244 - Person: ngla, Confidence: -60%
2023-12-29 06:19:33.490241 - Person: ngla, Confidence: -52%
2023-12-29 06:19:33.554243 - Person: ngla, Confidence: -99%
2023-12-29 06:19:33.616245 - Person: ngla, Confidence: -53%
2023-12-29 06:19:33.909192 - Person: ngla, Confidence: -107%
2023-12-29 06:19:33.988198 - Person: ngla, Confidence: -107%
2023-12-29 06:19:34.202196 - Person: ngla, Confidence: -56%
2023-12-29 06:19:34.265194 - Person: ngla, Confidence: -54%
2023-12-29 06:19:34.451726 - Person: ngla, Confidence: -53%
2023-12-29 06:19:34.518699 - Person: ngla, Confidence: -58%
2023-12-29 06:19:34.645698 - Person: ngla, Confidence: -56%
2023-12-29 06:19:34.780698 - Person: ngla, Confidence: -46%
2023-12-29 06:19:34.976700 - Person: ngla, Confidence: -52%
2023-12-29 06:19:35.040725 - Person: ngla, Confidence: -47%
2023-12-29 06:19:35.102709 - Person: ngla, Confidence: -46%
2023-12-29 06:19:35.249787 - Person: ngla, Confidence: -49%
2023-12-29 06:19:35.384901 - Person: ngla, Confidence: -47%
2023-12-29 06:19:35.459873 - Person: ngla, Confidence: -52%
2023-12-29 06:19:35.532873 - Person: ngla, Confidence: -110%
2023-12-29 06:19:35.742900 - Person: ngla, Confidence: -49%
2023-12-29 06:19:35.945874 - Person: ngla, Confidence: -49%
2023-12-29 06:19:36.104877 - Person: ngla, Confidence: -49%
2023-12-29 06:19:36.259876 - Person: ngla, Confidence: -57%
2023-12-29 06:19:36.322875 - Person: ngla, Confidence: -52%
2023-12-29 06:19:36.464914 - Person: ngla, Confidence: -52%
2023-12-29 06:19:36.539902 - Person: ngla, Confidence: -57%
2023-12-29 06:19:36.622898 - Person: ngla, Confidence: -50%
2023-12-29 06:19:36.698895 - Person: ngla, Confidence: -49%
2023-12-29 06:19:36.767418 - Person: ngla, Confidence: -54%
2023-12-29 06:19:36.837416 - Person: ngla, Confidence: -47%
2023-12-29 06:19:37.104646 - Person: ngla, Confidence: -55%
2023-12-29 06:19:37.188650 - Person: ngla, Confidence: -53%
2023-12-29 06:19:37.275654 - Person: ngla, Confidence: -55%
2023-12-29 06:19:37.361652 - Person: ngla, Confidence: -58%
2023-12-29 06:19:37.445652 - Person: ngla, Confidence: -56%
2023-12-29 06:19:37.605652 - Person: ngla, Confidence: -55%
2023-12-29 06:19:37.673647 - Person: ngla, Confidence: -56%
2023-12-29 06:19:37.747661 - Person: ngla, Confidence: -58%
2023-12-29 06:19:37.910653 - Person: ngla, Confidence: -58%
2023-12-29 06:19:37.986655 - Person: ngla, Confidence: -55%
2023-12-29 06:19:38.140657 - Person: ngla, Confidence: -55%
2023-12-29 06:19:38.292653 - Person: ngla, Confidence: -56%
2023-12-29 06:19:38.434653 - Person: ngla, Confidence: -48%
2023-12-29 06:19:40.007246 - Person: ngla, Confidence: -52%
2023-12-29 06:19:41.136191 - Person: ngla, Confidence: -43%
2023-12-29 06:19:41.219186 - Person: ngla, Confidence: -35%
2023-12-29 06:19:41.302193 - Person: ngla, Confidence: -43%
2023-12-29 06:19:41.541916 - Person: ngla, Confidence: -43%
2023-12-29 06:19:41.620914 - Person: ngla, Confidence: -50%
2023-12-29 06:19:41.708916 - Person: ngla, Confidence: -49%
2023-12-29 06:19:41.789435 - Person: ngla, Confidence: -55%
2023-12-29 06:19:41.881412 - Person: ngla, Confidence: -31%
2023-12-29 06:19:41.960412 - Person: ngla, Confidence: -28%
2023-12-29 06:19:42.427937 - Person: ngla, Confidence: -17%
2023-12-29 06:19:42.507938 - Person: ngla, Confidence: -11%
2023-12-29 06:19:42.681937 - Person: ngla, Confidence: -18%
2023-12-29 06:19:43.284936 - Person: ngla, Confidence: -21%
2023-12-29 06:19:43.743942 - Person: ngla, Confidence: -27%
2023-12-29 06:19:44.393941 - Person: ngla, Confidence: -8%
2023-12-29 06:19:44.636942 - Person: ngla, Confidence: -17%
2023-12-29 06:19:45.161509 - Person: ngla, Confidence: -19%
2023-12-29 06:19:45.412513 - Person: ngla, Confidence: -18%
2023-12-29 06:19:46.584140 - Person: ngla, Confidence: -21%
2023-12-29 06:19:46.864665 - Person: ngla, Confidence: -21%
2023-12-29 06:19:47.027639 - Person: Hieu, Confidence: 5%
2023-12-29 06:19:47.179643 - Person: ngla, Confidence: -3%
2023-12-29 06:19:47.419640 - Person: Hieu, Confidence: 1%
2023-12-29 06:19:47.509641 - Person: Hieu, Confidence: 1%
2023-12-29 06:19:47.584191 - Person: ngla, Confidence: -1%
2023-12-29 06:19:47.663215 - Person: ngla, Confidence: 0%
2023-12-29 06:19:47.750191 - Person: ngla, Confidence: 0%
2023-12-29 06:19:47.833215 - Person: Hieu, Confidence: 2%
2023-12-29 06:19:47.916190 - Person: ngla, Confidence: -3%
2023-12-29 06:19:48.006190 - Person: ngla, Confidence: 0%
2023-12-29 06:19:48.088187 - Person: Hieu, Confidence: 2%
2023-12-29 06:19:48.169184 - Person: ngla, Confidence: -15%
2023-12-29 06:19:48.309191 - Person: ngla, Confidence: -4%
2023-12-29 06:19:48.619142 - Person: ngla, Confidence: -14%
2023-12-29 06:19:48.718135 - Person: ngla, Confidence: -1%
2023-12-29 06:19:48.933862 - Person: Hieu, Confidence: 4%
2023-12-29 06:19:49.238264 - Person: ngla, Confidence: -4%
2023-12-29 06:19:49.316352 - Person: ngla, Confidence: -14%
2023-12-29 06:19:49.398379 - Person: ngla, Confidence: -14%
2023-12-29 06:19:49.538379 - Person: ngla, Confidence: -13%
2023-12-29 06:19:49.876351 - Person: Hieu, Confidence: 2%
2023-12-29 06:19:50.417820 - Person: Hieu, Confidence: 1%
2023-12-29 06:19:50.505824 - Person: ngla, Confidence: -15%
2023-12-29 06:19:50.679336 - Person: ngla, Confidence: -16%
2023-12-29 06:19:50.773339 - Person: Hieu, Confidence: 6%
2023-12-29 06:19:51.037336 - Person: Hieu, Confidence: 3%
2023-12-29 06:19:51.261340 - Person: ngla, Confidence: -2%
2023-12-29 06:19:51.524339 - Person: Hieu, Confidence: 8%
2023-12-29 06:19:51.607339 - Person: Hieu, Confidence: 1%
2023-12-29 06:19:51.695894 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:51.788468 - Person: Hieu, Confidence: 7%
2023-12-29 06:19:51.888473 - Person: Hieu, Confidence: 5%
2023-12-29 06:19:51.983467 - Person: Hieu, Confidence: 14%
2023-12-29 06:19:52.071469 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:52.160469 - Person: Hieu, Confidence: 15%
2023-12-29 06:19:52.236464 - Person: Hieu, Confidence: 0%
2023-12-29 06:19:52.321465 - Person: Hieu, Confidence: 10%
2023-12-29 06:19:52.388467 - Person: Hieu, Confidence: 4%
2023-12-29 06:19:52.467471 - Person: Hieu, Confidence: 13%
2023-12-29 06:19:52.552466 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:52.626470 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:52.710468 - Person: Hieu, Confidence: 22%
2023-12-29 06:19:52.857466 - Person: Hieu, Confidence: 18%
2023-12-29 06:19:52.932466 - Person: Hieu, Confidence: 5%
2023-12-29 06:19:53.011970 - Person: Hieu, Confidence: 19%
2023-12-29 06:19:53.084951 - Person: Hieu, Confidence: 14%
2023-12-29 06:19:53.184938 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:53.261946 - Person: Hieu, Confidence: 20%
2023-12-29 06:19:53.335943 - Person: Hieu, Confidence: 13%
2023-12-29 06:19:53.404941 - Person: Hieu, Confidence: 16%
2023-12-29 06:19:53.487968 - Person: Hieu, Confidence: 11%
2023-12-29 06:19:53.558951 - Person: Hieu, Confidence: 20%
2023-12-29 06:19:53.719940 - Person: Hieu, Confidence: 7%
2023-12-29 06:19:53.798338 - Person: Hieu, Confidence: 14%
2023-12-29 06:19:53.946343 - Person: Hieu, Confidence: 16%
2023-12-29 06:19:54.127339 - Person: Hieu, Confidence: 11%
2023-12-29 06:19:54.225342 - Person: Hieu, Confidence: 11%
2023-12-29 06:19:54.322339 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:54.405855 - Person: Hieu, Confidence: 11%
2023-12-29 06:19:54.575854 - Person: Hieu, Confidence: 11%
2023-12-29 06:19:54.670857 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:54.761860 - Person: Hieu, Confidence: 4%
2023-12-29 06:19:54.851865 - Person: Hieu, Confidence: 6%
2023-12-29 06:19:54.932458 - Person: Hieu, Confidence: 12%
2023-12-29 06:19:55.022456 - Person: Hieu, Confidence: 4%
2023-12-29 06:19:55.117972 - Person: Hieu, Confidence: 16%
2023-12-29 06:19:55.211973 - Person: Hieu, Confidence: 21%
2023-12-29 06:19:55.303970 - Person: Hieu, Confidence: 20%
2023-12-29 06:19:55.401961 - Person: Hieu, Confidence: 21%
2023-12-29 06:19:55.496962 - Person: ngla, Confidence: -21%
2023-12-29 06:19:55.501967 - Person: Hieu, Confidence: 14%
2023-12-29 06:19:55.584972 - Person: Hieu, Confidence: 15%
2023-12-29 06:19:55.650973 - Person: Hieu, Confidence: 4%
2023-12-29 06:19:55.750646 - Person: Hieu, Confidence: 4%
2023-12-29 06:19:55.938640 - Person: ngla, Confidence: -48%
2023-12-29 06:19:56.036645 - Person: ngla, Confidence: -23%
2023-12-29 06:19:56.134645 - Person: ngla, Confidence: -74%
2023-12-29 06:19:56.554642 - Person: ngla, Confidence: -75%
2023-12-29 06:19:56.558647 - Person: ngla, Confidence: -46%
2023-12-29 06:19:56.652643 - Person: ngla, Confidence: -34%
2023-12-29 06:19:56.737640 - Person: ngla, Confidence: -32%
2023-12-29 06:19:56.818896 - Person: ngla, Confidence: -31%
2023-12-29 06:19:56.914892 - Person: ngla, Confidence: -31%
2023-12-29 06:19:57.009892 - Person: ngla, Confidence: -76%
2023-12-29 06:19:57.097466 - Person: ngla, Confidence: -69%
2023-12-29 06:19:57.181447 - Person: ngla, Confidence: -32%
2023-12-29 06:19:57.438451 - Person: ngla, Confidence: -73%
2023-12-29 06:19:57.535951 - Person: ngla, Confidence: -70%
2023-12-29 06:19:57.630948 - Person: ngla, Confidence: -75%
2023-12-29 06:19:57.707948 - Person: ngla, Confidence: -72%
2023-12-29 06:19:57.786949 - Person: ngla, Confidence: -71%
2023-12-29 06:19:57.876951 - Person: ngla, Confidence: -72%
2023-12-29 06:19:57.960954 - Person: ngla, Confidence: -69%
2023-12-29 06:19:58.049954 - Person: ngla, Confidence: -73%
2023-12-29 06:19:58.888953 - Person: ngla, Confidence: -9%
2023-12-29 06:20:05.405505 - Person: nghia, Confidence: 23%
2023-12-29 06:20:05.475497 - Person: nghia, Confidence: 24%
2023-12-29 06:20:07.378580 - Person: nghia, Confidence: 11%
2023-12-29 06:20:07.537586 - Person: nghia, Confidence: 16%
2023-12-29 06:20:07.775580 - Person: nghia, Confidence: 22%
2023-12-29 06:20:07.843580 - Person: nghia, Confidence: 25%
2023-12-29 06:20:09.678977 - Person: nghia, Confidence: 3%
2023-12-29 06:20:10.105985 - Person: nghia, Confidence: 18%
2023-12-29 06:20:10.561976 - Person: nghia, Confidence: 24%
2023-12-29 06:20:10.626975 - Person: nghia, Confidence: 20%
2023-12-29 06:20:11.332966 - Person: ngla, Confidence: -11%
2023-12-29 06:20:11.729971 - Person: nghia, Confidence: 24%
2023-12-29 06:20:11.897465 - Person: nghia, Confidence: 8%
2023-12-29 06:20:11.985464 - Person: nghia, Confidence: 12%
2023-12-29 06:20:12.388462 - Person: nghia, Confidence: 16%
2023-12-29 06:20:13.786523 - Person: nghia, Confidence: 20%
2023-12-29 06:20:13.927528 - Person: nghia, Confidence: 11%
2023-12-29 06:20:14.085551 - Person: truong, Confidence: 6%
2023-12-29 06:20:14.168526 - Person: truong, Confidence: 17%
2023-12-29 06:20:14.319551 - Person: ngla, Confidence: -38%
2023-12-29 06:20:14.405535 - Person: ngla, Confidence: -8%
2023-12-29 06:20:14.485552 - Person: ngla, Confidence: -14%
2023-12-29 06:20:14.557551 - Person: ngla, Confidence: -12%
2023-12-29 06:20:14.671528 - Person: ngla, Confidence: -13%
2023-12-29 06:20:14.765525 - Person: ngla, Confidence: -9%
2023-12-29 06:20:14.851108 - Person: ngla, Confidence: -10%
2023-12-29 06:20:14.926585 - Person: ngla, Confidence: -11%
2023-12-29 06:20:15.001582 - Person: ngla, Confidence: -12%
2023-12-29 06:20:15.086602 - Person: ngla, Confidence: -15%
2023-12-29 06:20:15.169583 - Person: ngla, Confidence: -16%
2023-12-29 06:20:15.252613 - Person: ngla, Confidence: -13%
2023-12-29 06:20:15.339583 - Person: ngla, Confidence: -14%
2023-12-29 06:20:15.403585 - Person: ngla, Confidence: -11%
2023-12-29 06:20:15.491585 - Person: huong, Confidence: 14%
2023-12-29 06:20:15.568586 - Person: huong, Confidence: 12%
2023-12-29 06:20:15.658589 - Person: huong, Confidence: 11%
2023-12-29 06:20:15.742587 - Person: huong, Confidence: 12%
2023-12-29 06:20:15.836589 - Person: huong, Confidence: 6%
2023-12-29 06:20:15.947587 - Person: huong, Confidence: 14%
2023-12-29 06:20:16.059586 - Person: huong, Confidence: 11%
2023-12-29 06:20:16.162159 - Person: huong, Confidence: 18%
2023-12-29 06:20:16.248152 - Person: huong, Confidence: 17%
2023-12-29 06:20:16.344152 - Person: huong, Confidence: 20%
2023-12-29 06:20:16.437158 - Person: huong, Confidence: 14%
2023-12-29 06:20:16.524160 - Person: huong, Confidence: 8%
2023-12-29 06:20:16.605483 - Person: huong, Confidence: 20%
2023-12-29 06:20:16.710484 - Person: huong, Confidence: 17%
2023-12-29 06:20:16.793476 - Person: huong, Confidence: 15%
2023-12-29 06:20:16.903966 - Person: huong, Confidence: 17%
2023-12-29 06:20:17.063970 - Person: huong, Confidence: 19%
2023-12-29 06:20:17.175973 - Person: huong, Confidence: 20%
2023-12-29 06:20:17.264967 - Person: huong, Confidence: 16%
2023-12-29 06:20:17.349005 - Person: huong, Confidence: 19%
2023-12-29 06:20:17.435002 - Person: huong, Confidence: 21%
2023-12-29 06:20:17.524521 - Person: huong, Confidence: 20%
2023-12-29 06:20:17.616531 - Person: huong, Confidence: 22%
2023-12-29 06:20:17.691523 - Person: huong, Confidence: 21%
2023-12-29 06:20:17.771550 - Person: huong, Confidence: 20%
2023-12-29 06:20:17.846550 - Person: huong, Confidence: 16%
2023-12-29 06:20:17.938527 - Person: huong, Confidence: 16%
2023-12-29 06:20:21.086307 - Person: huong, Confidence: 18%
2023-12-29 06:20:21.173304 - Person: truong, Confidence: 0%
2023-12-29 06:20:21.247312 - Person: truong, Confidence: 0%
2023-12-29 06:20:21.327314 - Person: truong, Confidence: 12%
2023-12-29 06:20:21.403310 - Person: truong, Confidence: 17%
2023-12-29 06:20:21.479335 - Person: truong, Confidence: 17%
2023-12-29 06:20:21.559316 - Person: truong, Confidence: 12%
2023-12-29 06:20:21.629831 - Person: truong, Confidence: 18%
2023-12-29 06:20:21.720833 - Person: truong, Confidence: 19%
2023-12-29 06:20:21.800834 - Person: truong, Confidence: 10%
2023-12-29 06:20:21.978352 - Person: truong, Confidence: 19%
2023-12-29 06:20:22.056377 - Person: truong, Confidence: 17%
2023-12-29 06:20:22.137351 - Person: truong, Confidence: 13%
2023-12-29 06:20:22.215350 - Person: ngla, Confidence: -2%
2023-12-29 06:20:22.285378 - Person: truong, Confidence: 17%
2023-12-29 06:20:22.362728 - Person: truong, Confidence: 2%
2023-12-29 06:20:22.446746 - Person: truong, Confidence: 13%
2023-12-29 06:20:22.547725 - Person: ngla, Confidence: -1%
2023-12-29 06:20:22.634728 - Person: truong, Confidence: 17%
2023-12-29 06:20:22.714726 - Person: truong, Confidence: 14%
2023-12-29 06:20:22.819721 - Person: ngla, Confidence: 0%
2023-12-29 06:20:22.918728 - Person: truong, Confidence: 15%
2023-12-29 06:20:23.014302 - Person: truong, Confidence: 6%
2023-12-29 06:20:23.115306 - Person: truong, Confidence: 0%
2023-12-29 06:20:23.194294 - Person: ngla, Confidence: 0%
2023-12-29 06:20:23.277303 - Person: truong, Confidence: 15%
2023-12-29 06:20:23.372303 - Person: truong, Confidence: 9%
2023-12-29 06:20:23.460299 - Person: truong, Confidence: 15%
2023-12-29 06:20:23.545324 - Person: truong, Confidence: 13%
2023-12-29 06:20:23.631299 - Person: truong, Confidence: 9%
2023-12-29 06:20:23.723299 - Person: truong, Confidence: 14%
2023-12-29 06:20:23.799853 - Person: truong, Confidence: 9%
2023-12-29 06:20:23.899829 - Person: ngla, Confidence: -1%
2023-12-29 06:20:23.984832 - Person: truong, Confidence: 8%
2023-12-29 06:20:24.074826 - Person: truong, Confidence: 6%
2023-12-29 06:20:24.158831 - Person: truong, Confidence: 14%
2023-12-29 06:20:24.223835 - Person: truong, Confidence: 3%
2023-12-29 06:20:24.295833 - Person: truong, Confidence: 1%
2023-12-29 06:20:24.444432 - Person: truong, Confidence: 9%
2023-12-29 06:20:24.537772 - Person: truong, Confidence: 11%
2023-12-29 06:20:24.622774 - Person: truong, Confidence: 5%
2023-12-29 06:20:24.708768 - Person: truong, Confidence: 7%
2023-12-29 06:20:24.780263 - Person: truong, Confidence: 6%
2023-12-29 06:20:24.872271 - Person: truong, Confidence: 4%
2023-12-29 06:20:24.960271 - Person: truong, Confidence: 10%
2023-12-29 06:20:25.044268 - Person: truong, Confidence: 6%
2023-12-29 06:20:25.122714 - Person: truong, Confidence: 6%
2023-12-29 06:20:25.201718 - Person: truong, Confidence: 4%
2023-12-29 06:20:25.288718 - Person: truong, Confidence: 5%
2023-12-29 06:20:25.377714 - Person: truong, Confidence: 11%
2023-12-29 06:20:25.466719 - Person: truong, Confidence: 8%
2023-12-29 06:20:25.545727 - Person: truong, Confidence: 12%
2023-12-29 06:20:25.632722 - Person: truong, Confidence: 4%
2023-12-29 06:20:25.727389 - Person: truong, Confidence: 8%
2023-12-29 06:20:25.814389 - Person: truong, Confidence: 0%
2023-12-29 06:20:25.901385 - Person: truong, Confidence: 14%
2023-12-29 06:20:25.985384 - Person: truong, Confidence: 5%
2023-12-29 06:20:26.066384 - Person: truong, Confidence: 6%
2023-12-29 06:20:26.155381 - Person: ngla, Confidence: 0%
2023-12-29 06:20:26.230386 - Person: truong, Confidence: 7%
2023-12-29 06:20:26.315391 - Person: truong, Confidence: 6%
2023-12-29 06:20:26.409393 - Person: truong, Confidence: 4%
2023-12-29 06:20:26.498386 - Person: truong, Confidence: 12%
2023-12-29 06:20:26.584397 - Person: truong, Confidence: 11%
2023-12-29 06:20:26.778924 - Person: truong, Confidence: 2%
2023-12-29 06:20:26.863384 - Person: truong, Confidence: 3%
2023-12-29 06:20:26.945396 - Person: truong, Confidence: 2%
2023-12-29 06:20:27.025408 - Person: truong, Confidence: 0%
2023-12-29 06:20:27.108036 - Person: truong, Confidence: 2%
2023-12-29 06:20:27.181029 - Person: truong, Confidence: 1%
